Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Monday,18-08-42,3,3,27,13,4
Tuesday,19-08-42,3,1,15,25,1
Wednesday,20-08-42,3,6,32,39,3
Thursday,21-08-42,3,8,26,38,5
Friday,22-08-42,3,5,37,26,1
Saturday,23-08-42,3,9,28,25,4
Sunday,24-08-42,3,5,41,15,3
Monday,25-08-42,3,4,44,6,3
Tuesday,26-08-42,3,1,25,16,3
Wednesday,27-08-42,3,5,43,18,1
Thursday,28-08-42,3,5,16,7,4
Friday,29-08-42,3,1,35,6,3
Saturday,30-08-42,3,4,28,23,1
Sunday,31-08-42,3,10,36,17,4
Monday,01-09-42,3,5,15,14,3
Tuesday,02-09-42,3,4,31,37,4
Wednesday,03-09-42,3,1,41,26,4
Thursday,04-09-42,3,4,16,21,1
Friday,05-09-42,3,9,26,21,5
Saturday,06-09-42,3,6,20,44,2
Sunday,07-09-42,3,3,47,27,5
Monday,08-09-42,3,4,22,14,5
Tuesday,09-09-42,3,8,43,23,1
Wednesday,10-09-42,3,7,46,42,2
Thursday,11-09-42,3,5,48,33,1
Friday,12-09-42,3,9,24,34,5
Saturday,13-09-42,3,6,50,42,2
Sunday,14-09-42,3,5,47,14,2
Monday,15-09-42,3,10,12,11,4
Tuesday,16-09-42,3,8,35,11,3
Wednesday,17-09-42,3,9,38,41,2
Thursday,18-09-42,3,1,40,32,3
Friday,19-09-42,3,5,29,10,3
Saturday,20-09-42,3,10,15,39,1
Sunday,21-09-42,3,3,49,26,4
Monday,22-09-42,3,5,21,32,3
Tuesday,23-09-42,3,7,49,9,1
Wednesday,24-09-42,3,5,33,43,1
Thursday,25-09-42,3,1,47,18,5
Friday,26-09-42,3,7,30,32,4
Saturday,27-09-42,3,2,48,37,2
Sunday,28-09-42,3,4,44,33,1
Monday,29-09-42,3,2,25,20,1
Tuesday,30-09-42,3,10,26,26,3
Wednesday,01-10-42,3,7,38,14,1
Thursday,02-10-42,3,3,21,25,3
Friday,03-10-42,3,1,50,19,2
Saturday,04-10-42,3,1,45,20,2
Sunday,05-10-42,3,1,45,31,4
Monday,06-10-42,3,9,43,14,3
Tuesday,07-10-42,3,5,33,32,2
Wednesday,08-10-42,3,3,22,35,4
Thursday,09-10-42,3,2,28,42,2
Friday,10-10-42,3,7,44,41,2
Saturday,11-10-42,3,4,21,18,3
Sunday,12-10-42,3,9,15,42,1
Monday,13-10-42,3,3,24,9,2
Tuesday,14-10-42,3,3,33,23,2
Wednesday,15-10-42,3,10,12,34,5
Thursday,16-10-42,3,5,37,34,1
Friday,17-10-42,3,8,49,22,1
Saturday,18-10-42,3,3,28,27,5
Sunday,19-10-42,3,7,18,43,1
Monday,20-10-42,3,6,43,39,4
Tuesday,21-10-42,3,2,16,36,5
Wednesday,22-10-42,3,8,16,24,5
Thursday,23-10-42,3,2,33,27,2
Friday,24-10-42,3,1,23,29,4
Saturday,25-10-42,3,8,11,19,1
Sunday,26-10-42,3,2,20,28,1
Monday,27-10-42,3,8,31,25,5
Tuesday,28-10-42,3,3,29,16,5
Wednesday,29-10-42,3,5,13,25,1
Thursday,30-10-42,3,4,34,34,5
Friday,31-10-42,3,5,39,6,3
Saturday,01-11-42,3,5,20,42,4
Sunday,02-11-42,3,6,25,15,5
Monday,03-11-42,3,8,26,13,3
Tuesday,04-11-42,3,1,14,21,3
Wednesday,05-11-42,3,3,16,33,5
Thursday,06-11-42,3,9,18,11,2
Friday,07-11-42,3,8,20,34,2
Saturday,08-11-42,3,5,35,12,4
Sunday,09-11-42,3,4,17,14,5
Monday,10-11-42,3,10,18,26,2
Tuesday,11-11-42,3,1,28,14,4
Wednesday,12-11-42,3,5,50,19,5
Thursday,13-11-42,3,9,34,43,1
Friday,14-11-42,3,9,24,45,5
Saturday,15-11-42,3,10,50,38,4
Sunday,16-11-42,3,2,28,31,1
Monday,17-11-42,3,3,34,35,3
Tuesday,18-11-42,3,5,34,6,3
Wednesday,19-11-42,3,10,30,41,5
Thursday,20-11-42,3,8,28,12,5
Friday,21-11-42,3,3,23,28,3
Saturday,22-11-42,3,1,48,40,4
Sunday,23-11-42,3,2,26,14,1
Monday,24-11-42,3,5,39,15,3
Tuesday,25-11-42,3,8,42,12,5
Wednesday,26-11-42,3,4,32,37,1
Thursday,27-11-42,3,4,21,12,5
Friday,28-11-42,3,9,43,44,5
Saturday,29-11-42,3,9,38,33,2
Sunday,30-11-42,3,1,44,42,5
Monday,01-12-42,3,8,38,23,1
Tuesday,02-12-42,3,5,44,8,3
Wednesday,03-12-42,3,2,32,35,5
Thursday,04-12-42,3,6,46,40,5
Friday,05-12-42,3,4,46,38,1
Saturday,06-12-42,3,4,31,43,5
Sunday,07-12-42,3,7,35,11,3
Monday,08-12-42,3,5,11,38,2
Tuesday,09-12-42,3,4,35,38,1
Wednesday,10-12-42,3,5,38,19,5
Thursday,11-12-42,3,4,30,10,2
Friday,12-12-42,3,2,10,9,5
Saturday,13-12-42,3,3,40,42,5
Sunday,14-12-42,3,9,45,21,2
Monday,15-12-42,3,9,42,17,5
Tuesday,16-12-42,3,1,19,32,4
Wednesday,17-12-42,3,7,35,18,1
Thursday,18-12-42,3,5,37,19,4
Friday,19-12-42,3,1,17,33,5
Saturday,20-12-42,3,3,29,24,1
Sunday,21-12-42,3,5,49,39,3
Monday,22-12-42,3,7,12,11,4
Tuesday,23-12-42,3,6,49,24,2
Wednesday,24-12-42,3,5,14,19,4
Thursday,25-12-42,3,7,35,6,4
Friday,26-12-42,3,6,24,5,1
Saturday,27-12-42,3,1,18,32,2
Sunday,28-12-42,3,1,49,23,1
Monday,29-12-42,3,10,28,18,4
Tuesday,30-12-42,3,1,18,7,1
Wednesday,31-12-42,3,7,50,8,4
Thursday,01-01-43,3,10,32,24,1
Friday,02-01-43,3,10,41,36,1
Saturday,03-01-43,3,8,32,6,4
Sunday,04-01-43,3,6,35,41,5
Monday,05-01-43,3,7,25,31,3
Tuesday,06-01-43,3,6,23,35,3
Wednesday,07-01-43,3,4,12,17,1
Thursday,08-01-43,3,4,29,42,4
Friday,09-01-43,3,2,19,36,5
Saturday,10-01-43,3,6,35,25,1
Sunday,11-01-43,3,6,12,6,5
Monday,12-01-43,3,2,20,17,5
Tuesday,13-01-43,3,2,24,38,5
Wednesday,14-01-43,3,7,45,6,4
Thursday,15-01-43,3,4,43,16,4
Friday,16-01-43,3,7,43,25,1
Saturday,17-01-43,3,8,15,42,1
Sunday,18-01-43,3,7,35,30,3
Monday,19-01-43,3,10,45,29,4
Tuesday,20-01-43,3,5,44,20,4
Wednesday,21-01-43,3,3,28,40,2
Thursday,22-01-43,3,9,30,33,2
Friday,23-01-43,3,2,19,31,1
Saturday,24-01-43,3,8,36,25,1
Sunday,25-01-43,3,6,35,28,3
Monday,26-01-43,3,4,10,11,2
Tuesday,27-01-43,3,10,29,35,5
Wednesday,28-01-43,3,6,46,36,3
Thursday,29-01-43,3,3,43,42,2
Friday,30-01-43,3,5,43,8,2
Saturday,31-01-43,3,6,35,21,1
Sunday,01-02-43,3,6,25,39,5
Monday,02-02-43,3,9,32,14,2
Tuesday,03-02-43,3,5,24,29,5
Wednesday,04-02-43,3,9,50,7,2
Thursday,05-02-43,3,8,45,10,2
Friday,06-02-43,3,1,17,15,1
Saturday,07-02-43,3,1,22,37,1
Sunday,08-02-43,3,8,33,37,2
Monday,09-02-43,3,9,18,34,5
Tuesday,10-02-43,3,8,26,29,1
Wednesday,11-02-43,3,2,29,9,3
Thursday,12-02-43,3,2,41,39,1
Friday,13-02-43,3,4,30,28,5
Saturday,14-02-43,3,5,28,13,2
Sunday,15-02-43,3,1,13,31,3
Monday,16-02-43,3,8,45,45,1
Tuesday,17-02-43,3,5,45,10,1
Wednesday,18-02-43,3,4,27,29,5
Thursday,19-02-43,3,5,28,18,4
Friday,20-02-43,3,1,36,20,3
Saturday,21-02-43,3,3,46,36,4
Sunday,22-02-43,3,3,18,25,1
Monday,23-02-43,3,2,18,28,1
Tuesday,24-02-43,3,2,15,24,4
Wednesday,25-02-43,3,10,18,37,1
Thursday,26-02-43,3,4,48,30,2
Friday,27-02-43,3,10,21,5,3
Saturday,28-02-43,3,5,20,24,4
Sunday,01-03-43,3,10,44,7,4
Monday,02-03-43,3,10,19,40,3
Tuesday,03-03-43,3,10,26,35,5
Wednesday,04-03-43,3,7,37,36,4
Thursday,05-03-43,3,1,13,18,4
Friday,06-03-43,3,5,19,10,5
Saturday,07-03-43,3,8,34,45,2
Sunday,08-03-43,3,3,27,17,4
Monday,09-03-43,3,10,21,33,1
Tuesday,10-03-43,3,10,32,7,1
Wednesday,11-03-43,3,1,21,35,5
Thursday,12-03-43,3,10,38,19,3
Friday,13-03-43,3,3,17,24,2
Saturday,14-03-43,3,7,10,42,1
Sunday,15-03-43,3,10,47,27,4
Monday,16-03-43,3,5,49,43,2
Tuesday,17-03-43,3,1,10,38,1
Wednesday,18-03-43,3,3,26,18,1
Thursday,19-03-43,3,4,25,9,5
Friday,20-03-43,3,10,45,42,2
Saturday,21-03-43,3,6,29,28,3
Sunday,22-03-43,3,4,25,11,4
Monday,23-03-43,3,4,12,12,5
Tuesday,24-03-43,3,6,34,28,1
Wednesday,25-03-43,3,7,15,37,4
Thursday,26-03-43,3,2,19,13,5
Friday,27-03-43,3,3,20,14,5
Saturday,28-03-43,3,6,21,29,1
Sunday,29-03-43,3,7,44,29,1
Monday,30-03-43,3,7,39,6,1
Tuesday,31-03-43,3,8,24,17,4
Wednesday,01-04-43,3,8,26,37,2
Thursday,02-04-43,3,6,14,10,2
Friday,03-04-43,3,5,10,16,5
Saturday,04-04-43,3,3,49,29,2
Sunday,05-04-43,3,4,34,44,2
Monday,06-04-43,3,2,27,41,3
Tuesday,07-04-43,3,6,23,20,1
Wednesday,08-04-43,3,7,29,5,1
Thursday,09-04-43,3,3,25,23,5
Friday,10-04-43,3,2,35,18,4
Saturday,11-04-43,3,6,20,26,1
Sunday,12-04-43,3,8,32,31,1
Monday,13-04-43,3,10,20,25,4
Tuesday,14-04-43,3,9,27,15,5
Wednesday,15-04-43,3,7,23,23,3
Thursday,16-04-43,3,10,12,10,2
Friday,17-04-43,3,1,13,30,5
Saturday,18-04-43,3,6,31,8,1
Sunday,19-04-43,3,7,45,9,5
Monday,20-04-43,3,7,10,15,4
Tuesday,21-04-43,3,9,30,29,3
Wednesday,22-04-43,3,9,43,40,5
Thursday,23-04-43,3,5,47,26,1
Friday,24-04-43,3,8,40,41,1
Saturday,25-04-43,3,5,25,18,2
Sunday,26-04-43,3,7,33,37,2
Monday,27-04-43,3,7,31,27,3
Tuesday,28-04-43,3,2,38,14,3
Wednesday,29-04-43,3,3,13,37,1
Thursday,30-04-43,3,3,29,7,5
Friday,01-05-43,3,10,43,5,5
Saturday,02-05-43,3,6,31,44,2
Sunday,03-05-43,3,8,30,23,5
Monday,04-05-43,3,2,15,24,4
Tuesday,05-05-43,3,4,11,12,2
Wednesday,06-05-43,3,10,27,15,3
Thursday,07-05-43,3,5,19,26,2
Friday,08-05-43,3,10,37,7,3
Saturday,09-05-43,3,6,44,21,5
Sunday,10-05-43,3,10,11,36,1
Monday,11-05-43,3,7,48,13,4
Tuesday,12-05-43,3,4,24,19,1
Wednesday,13-05-43,3,3,49,11,4
Thursday,14-05-43,3,10,21,22,4
Friday,15-05-43,3,5,20,36,2
Saturday,16-05-43,3,10,44,27,1
Sunday,17-05-43,3,1,22,19,1
Monday,18-05-43,3,3,46,42,2
Tuesday,19-05-43,3,9,34,34,2
Wednesday,20-05-43,3,2,31,33,2
Thursday,21-05-43,3,8,42,25,1
Friday,22-05-43,3,8,49,41,3
Saturday,23-05-43,3,10,39,38,5
Sunday,24-05-43,3,9,48,11,2
Monday,25-05-43,3,1,36,39,3
Tuesday,26-05-43,3,5,48,31,4
Wednesday,27-05-43,3,8,22,37,3
Thursday,28-05-43,3,3,21,19,1
Friday,29-05-43,3,3,24,18,3
Saturday,30-05-43,3,6,42,37,3
Sunday,31-05-43,3,4,50,23,5
Monday,01-06-43,3,3,46,29,5
Tuesday,02-06-43,3,3,11,27,5
Wednesday,03-06-43,3,4,31,29,2
Thursday,04-06-43,3,10,11,8,5
Friday,05-06-43,3,3,42,19,2
Saturday,06-06-43,3,4,23,37,5
Sunday,07-06-43,3,2,15,6,2
Monday,08-06-43,3,4,40,32,1
Tuesday,09-06-43,3,8,32,14,1
Wednesday,10-06-43,3,1,28,43,2
Thursday,11-06-43,3,6,31,30,2
Friday,12-06-43,3,3,33,26,1
Saturday,13-06-43,3,3,20,27,4
Sunday,14-06-43,3,1,19,11,2
Monday,15-06-43,3,4,33,33,4
Tuesday,16-06-43,3,2,17,39,2
Wednesday,17-06-43,3,6,42,30,5
Thursday,18-06-43,3,3,36,39,2
Friday,19-06-43,3,10,43,19,1
Saturday,20-06-43,3,5,17,44,1
Sunday,21-06-43,3,2,18,19,2
Monday,22-06-43,3,3,16,10,5
Tuesday,23-06-43,3,1,48,34,5
Wednesday,24-06-43,3,9,20,30,4
Thursday,25-06-43,3,9,34,16,3
Friday,26-06-43,3,10,31,35,5
Saturday,27-06-43,3,9,23,17,3
Sunday,28-06-43,3,9,17,36,4
Monday,29-06-43,3,10,22,17,2
Tuesday,30-06-43,3,2,15,15,3
Wednesday,01-07-43,3,6,43,30,5
Thursday,02-07-43,3,2,33,32,4
Friday,03-07-43,3,6,41,44,4
Saturday,04-07-43,3,7,40,17,4
Sunday,05-07-43,3,9,42,32,2
Monday,06-07-43,3,1,33,11,3
Tuesday,07-07-43,3,1,46,25,1
Wednesday,08-07-43,3,9,22,23,1
Thursday,09-07-43,3,10,25,28,5
Friday,10-07-43,3,2,37,30,4
Saturday,11-07-43,3,3,17,30,4
Sunday,12-07-43,3,7,31,15,5
Monday,13-07-43,3,4,30,27,1
Tuesday,14-07-43,3,6,27,40,4
Wednesday,15-07-43,3,8,18,28,4
Thursday,16-07-43,3,10,17,9,4
Friday,17-07-43,3,10,49,14,2
Saturday,18-07-43,3,5,32,23,5
Sunday,19-07-43,3,6,18,15,2
Monday,20-07-43,3,8,19,41,4
Tuesday,21-07-43,3,7,38,42,5
Wednesday,22-07-43,3,10,11,13,3
Thursday,23-07-43,3,7,26,40,2
Friday,24-07-43,3,8,40,13,1
Saturday,25-07-43,3,10,28,16,2
Sunday,26-07-43,3,5,28,42,2
Monday,27-07-43,3,5,41,35,5
Tuesday,28-07-43,3,2,25,13,2
Wednesday,29-07-43,3,5,11,12,2
Thursday,30-07-43,3,3,14,41,2
Friday,31-07-43,3,8,35,25,3
Saturday,01-08-43,3,4,28,37,2
Sunday,02-08-43,3,10,13,25,4
Monday,03-08-43,3,4,11,19,2
Tuesday,04-08-43,3,3,41,14,4
Wednesday,05-08-43,3,10,37,36,1
Thursday,06-08-43,3,6,13,5,3
Friday,07-08-43,3,9,35,15,4
Saturday,08-08-43,3,1,16,33,2
Sunday,09-08-43,3,10,48,28,2
Monday,10-08-43,3,1,12,16,4
Tuesday,11-08-43,3,7,18,43,4
Wednesday,12-08-43,3,1,42,44,5
Thursday,13-08-43,3,4,34,12,3
Friday,14-08-43,3,4,50,10,5
Saturday,15-08-43,3,1,50,27,4
Sunday,16-08-43,3,1,50,42,5
Monday,17-08-43,3,2,40,30,4
Tuesday,18-08-43,3,9,23,16,4
Wednesday,19-08-43,3,1,50,15,4
Thursday,20-08-43,3,1,38,43,4
Friday,21-08-43,3,6,38,24,4
Saturday,22-08-43,3,10,46,42,1
Sunday,23-08-43,3,10,45,36,2
Monday,24-08-43,3,4,39,34,1
Tuesday,25-08-43,3,1,40,32,3
Wednesday,26-08-43,3,2,42,6,5
Thursday,27-08-43,3,7,19,15,1
Friday,28-08-43,3,5,39,27,3
Saturday,29-08-43,3,3,42,5,2
Sunday,30-08-43,3,10,11,17,2
Monday,31-08-43,3,5,43,24,1
Tuesday,01-09-43,3,6,50,11,1
Wednesday,02-09-43,3,2,27,34,3
Thursday,03-09-43,3,6,36,34,4
Friday,04-09-43,3,1,14,20,3
Saturday,05-09-43,3,8,25,44,1
Sunday,06-09-43,3,2,37,26,4
Monday,07-09-43,3,2,41,8,4
Tuesday,08-09-43,3,8,40,40,3
Wednesday,09-09-43,3,8,29,41,3
Thursday,10-09-43,3,7,31,31,1
Friday,11-09-43,3,5,10,20,2
Saturday,12-09-43,3,9,43,26,5
Sunday,13-09-43,3,7,24,17,5
Monday,14-09-43,3,3,32,31,5
Tuesday,15-09-43,3,8,36,33,1
Wednesday,16-09-43,3,3,50,28,1
Thursday,17-09-43,3,6,30,26,3
Friday,18-09-43,3,1,40,44,5
Saturday,19-09-43,3,5,24,24,5
Sunday,20-09-43,3,1,27,9,5
Monday,21-09-43,3,3,24,18,2
Tuesday,22-09-43,3,10,43,13,3
Wednesday,23-09-43,3,4,33,20,2
Thursday,24-09-43,3,7,14,25,4
Friday,25-09-43,3,6,23,35,3
Saturday,26-09-43,3,7,30,17,5
Sunday,27-09-43,3,2,17,9,3
Monday,28-09-43,3,10,50,27,1
Tuesday,29-09-43,3,1,31,40,3
Wednesday,30-09-43,3,8,10,44,1
Thursday,01-10-43,3,7,25,14,4
Friday,02-10-43,3,7,19,20,2
Saturday,03-10-43,3,1,44,39,3
Sunday,04-10-43,3,5,44,7,1
Monday,05-10-43,3,7,35,43,2
Tuesday,06-10-43,3,8,17,41,3
Wednesday,07-10-43,3,8,45,9,1
Thursday,08-10-43,3,6,33,25,1
Friday,09-10-43,3,8,38,23,3
Saturday,10-10-43,3,9,20,28,3
Sunday,11-10-43,3,3,38,11,4
Monday,12-10-43,3,2,27,33,1
Tuesday,13-10-43,3,4,38,22,2
Wednesday,14-10-43,3,3,30,39,1
Thursday,15-10-43,3,10,36,16,3
Friday,16-10-43,3,1,16,30,1
Saturday,17-10-43,3,9,24,23,3
Sunday,18-10-43,3,1,50,10,1
Monday,19-10-43,3,8,39,12,5
Tuesday,20-10-43,3,6,11,21,3
Wednesday,21-10-43,3,6,50,31,4
Thursday,22-10-43,3,5,20,11,3
Friday,23-10-43,3,6,12,40,3
Saturday,24-10-43,3,8,30,19,2
Sunday,25-10-43,3,2,43,40,3
Monday,26-10-43,3,9,38,5,3
Tuesday,27-10-43,3,5,41,20,3
Wednesday,28-10-43,3,6,38,30,1
Thursday,29-10-43,3,10,20,43,3
Friday,30-10-43,3,1,44,41,5
Saturday,31-10-43,3,9,30,6,3
Sunday,01-11-43,3,6,15,29,2
Monday,02-11-43,3,9,50,19,2
Tuesday,03-11-43,3,4,31,24,1
Wednesday,04-11-43,3,10,24,15,2
Thursday,05-11-43,3,8,26,30,2
Friday,06-11-43,3,8,40,27,3
Saturday,07-11-43,3,2,24,13,5
Sunday,08-11-43,3,1,24,29,5
Monday,09-11-43,3,8,35,25,3
Tuesday,10-11-43,3,8,34,38,5
Wednesday,11-11-43,3,5,35,35,2
Thursday,12-11-43,3,2,24,13,2
Friday,13-11-43,3,5,48,44,4
Saturday,14-11-43,3,2,39,41,4
Sunday,15-11-43,3,9,19,35,5
Monday,16-11-43,3,7,19,9,4
Tuesday,17-11-43,3,1,24,39,4
Wednesday,18-11-43,3,3,46,30,2
Thursday,19-11-43,3,3,19,15,2
Friday,20-11-43,3,6,27,41,5
Saturday,21-11-43,3,4,21,45,4
Sunday,22-11-43,3,9,22,16,5
Monday,23-11-43,3,5,32,36,4
Tuesday,24-11-43,3,3,16,5,3
Wednesday,25-11-43,3,8,47,32,1
Thursday,26-11-43,3,7,40,23,4
Friday,27-11-43,3,5,26,7,2
Saturday,28-11-43,3,7,11,40,4
Sunday,29-11-43,3,2,35,32,5
Monday,30-11-43,3,7,29,38,4
Tuesday,01-12-43,3,8,11,30,1
Wednesday,02-12-43,3,7,20,35,5
Thursday,03-12-43,3,7,45,9,4
Friday,04-12-43,3,10,30,16,1
Saturday,05-12-43,3,9,20,32,1
Sunday,06-12-43,3,4,37,15,5
Monday,07-12-43,3,8,28,19,3
Tuesday,08-12-43,3,8,20,11,5
Wednesday,09-12-43,3,8,25,19,1
Thursday,10-12-43,3,4,13,9,5
Friday,11-12-43,3,2,41,19,2
Saturday,12-12-43,3,2,40,41,5
Sunday,13-12-43,3,8,28,35,4
Monday,14-12-43,3,7,19,37,3
Tuesday,15-12-43,3,10,38,44,4
Wednesday,16-12-43,3,1,25,15,1
Thursday,17-12-43,3,4,42,6,2
Friday,18-12-43,3,3,48,44,3
Saturday,19-12-43,3,4,11,33,3
Sunday,20-12-43,3,10,36,27,3
Monday,21-12-43,3,9,47,37,2
Tuesday,22-12-43,3,6,39,35,5
Wednesday,23-12-43,3,3,25,9,3
Thursday,24-12-43,3,3,27,15,3
Friday,25-12-43,3,9,33,10,3
Saturday,26-12-43,3,10,46,19,5
Sunday,27-12-43,3,4,12,31,3
Monday,28-12-43,3,3,37,22,5
Tuesday,29-12-43,3,3,44,8,1
Wednesday,30-12-43,3,5,36,43,4
Thursday,31-12-43,3,9,43,37,4
Friday,01-01-44,3,3,19,26,2
Saturday,02-01-44,3,5,26,39,2
Sunday,03-01-44,3,7,17,12,3
Monday,04-01-44,3,8,19,17,3
Tuesday,05-01-44,3,1,21,36,4
Wednesday,06-01-44,3,2,23,16,2
Thursday,07-01-44,3,9,14,35,4
Friday,08-01-44,3,3,15,24,5
Saturday,09-01-44,3,9,39,14,3
Sunday,10-01-44,3,5,33,16,2
Monday,11-01-44,3,8,17,31,5
Tuesday,12-01-44,3,2,46,27,1
Wednesday,13-01-44,3,2,38,44,2
Thursday,14-01-44,3,4,28,16,3
Friday,15-01-44,3,6,26,40,2
Saturday,16-01-44,3,6,35,27,1
Sunday,17-01-44,3,1,46,16,5
Monday,18-01-44,3,2,36,27,1
Tuesday,19-01-44,3,8,10,43,4
Wednesday,20-01-44,3,5,50,9,3
Thursday,21-01-44,3,6,39,15,2
Friday,22-01-44,3,4,32,34,5
Saturday,23-01-44,3,1,35,12,4
Sunday,24-01-44,3,1,31,33,1
Monday,25-01-44,3,6,45,32,1
Tuesday,26-01-44,3,4,17,39,5
Wednesday,27-01-44,3,7,41,29,3
Thursday,28-01-44,3,7,41,20,5
Friday,29-01-44,3,9,19,10,1
Saturday,30-01-44,3,6,40,21,1
Sunday,31-01-44,3,3,27,42,4
Monday,01-02-44,3,8,25,27,5
Tuesday,02-02-44,3,4,20,7,2
Wednesday,03-02-44,3,3,33,21,2
Thursday,04-02-44,3,1,45,21,3
Friday,05-02-44,3,8,23,40,3
Saturday,06-02-44,3,4,33,44,4
Sunday,07-02-44,3,2,13,6,3
Monday,08-02-44,3,3,23,37,4
Tuesday,09-02-44,3,6,34,22,5
Wednesday,10-02-44,3,9,38,7,5
Thursday,11-02-44,3,1,12,12,2
Friday,12-02-44,3,1,11,22,3
Saturday,13-02-44,3,1,47,9,5
Sunday,14-02-44,3,4,24,35,3
Monday,15-02-44,3,9,38,14,3
Tuesday,16-02-44,3,1,15,42,2
Wednesday,17-02-44,3,2,29,41,3
Thursday,18-02-44,3,2,35,23,1
Friday,19-02-44,3,1,19,16,4
Saturday,20-02-44,3,5,27,22,3
Sunday,21-02-44,3,6,23,20,4
Monday,22-02-44,3,1,24,6,4
Tuesday,23-02-44,3,10,17,39,3
Wednesday,24-02-44,3,7,32,35,2
Thursday,25-02-44,3,7,29,15,4
Friday,26-02-44,3,2,15,41,5
Saturday,27-02-44,3,9,17,19,4
Sunday,28-02-44,3,1,23,36,2
Monday,29-02-44,3,7,41,28,4
Tuesday,01-03-44,3,3,24,5,4
Wednesday,02-03-44,3,9,23,38,1
Thursday,03-03-44,3,7,11,6,1
Friday,04-03-44,3,5,31,38,5
Saturday,05-03-44,3,4,35,17,2
Sunday,06-03-44,3,5,29,11,5
Monday,07-03-44,3,8,47,12,4
Tuesday,08-03-44,3,3,48,23,2
Wednesday,09-03-44,3,3,39,40,3
Thursday,10-03-44,3,4,25,29,2
Friday,11-03-44,3,9,15,26,1
Saturday,12-03-44,3,1,48,40,3
Sunday,13-03-44,3,7,26,42,1
Monday,14-03-44,3,3,41,10,1
Tuesday,15-03-44,3,5,14,10,5
Wednesday,16-03-44,3,10,35,45,4
Thursday,17-03-44,3,6,19,23,4
Friday,18-03-44,3,2,19,27,4
Saturday,19-03-44,3,5,28,38,5
Sunday,20-03-44,3,5,10,5,2
Monday,21-03-44,3,7,48,37,1
Tuesday,22-03-44,3,4,37,19,1
Wednesday,23-03-44,3,10,50,7,5
Thursday,24-03-44,3,4,26,18,1
Friday,25-03-44,3,10,12,12,4
Saturday,26-03-44,3,7,16,43,5
Sunday,27-03-44,3,9,35,22,4
Monday,28-03-44,3,5,22,43,4
Tuesday,29-03-44,3,1,13,32,3
Wednesday,30-03-44,3,10,49,44,2
Thursday,31-03-44,3,5,16,38,5
Friday,01-04-44,3,7,19,13,5
Saturday,02-04-44,3,6,27,41,3
Sunday,03-04-44,3,9,48,19,5
Monday,04-04-44,3,8,31,38,1
Tuesday,05-04-44,3,6,43,37,5
Wednesday,06-04-44,3,1,12,35,4
Thursday,07-04-44,3,2,46,45,5
Friday,08-04-44,3,5,16,5,5
Saturday,09-04-44,3,9,24,37,3
Sunday,10-04-44,3,8,50,12,5
Monday,11-04-44,3,6,13,19,2
Tuesday,12-04-44,3,4,36,29,1
Wednesday,13-04-44,3,7,27,7,3
Thursday,14-04-44,3,9,32,16,5
Friday,15-04-44,3,9,11,29,3
Saturday,16-04-44,3,8,49,40,5
Sunday,17-04-44,3,3,35,35,5
Monday,18-04-44,3,7,40,5,4
Tuesday,19-04-44,3,1,14,28,5
Wednesday,20-04-44,3,6,10,28,3
Thursday,21-04-44,3,6,15,20,1
Friday,22-04-44,3,1,11,21,2
Saturday,23-04-44,3,3,26,34,2
Sunday,24-04-44,3,2,23,34,3
Monday,25-04-44,3,7,41,12,3
Tuesday,26-04-44,3,4,35,36,5
Wednesday,27-04-44,3,8,32,26,4
Thursday,28-04-44,3,7,21,16,4
Friday,29-04-44,3,2,49,6,5
Saturday,30-04-44,3,6,48,31,3
Sunday,01-05-44,3,5,27,12,2
Monday,02-05-44,3,6,26,33,5
Tuesday,03-05-44,3,9,48,31,5
Wednesday,04-05-44,3,9,10,24,1
Thursday,05-05-44,3,3,18,24,1
Friday,06-05-44,3,4,45,14,3
Saturday,07-05-44,3,1,13,13,3
Sunday,08-05-44,3,4,19,35,2
Monday,09-05-44,3,4,20,14,3
Tuesday,10-05-44,3,9,46,13,2
Wednesday,11-05-44,3,7,26,35,3
Thursday,12-05-44,3,8,20,32,3
Friday,13-05-44,3,2,34,34,5
Saturday,14-05-44,3,7,39,44,4
Sunday,15-05-44,3,9,42,18,2
Monday,16-05-44,3,4,15,7,4
Tuesday,17-05-44,3,6,25,21,1
Wednesday,18-05-44,3,4,36,42,4
Thursday,19-05-44,3,1,45,30,1
Friday,20-05-44,3,6,43,37,5
Saturday,21-05-44,3,6,45,23,3
Sunday,22-05-44,3,8,46,37,3
Monday,23-05-44,3,4,21,23,4
Tuesday,24-05-44,3,1,11,23,5
Wednesday,25-05-44,3,1,31,29,3
Thursday,26-05-44,3,10,41,37,2
Friday,27-05-44,3,4,26,31,2
Saturday,28-05-44,3,10,50,44,1
Sunday,29-05-44,3,5,15,36,2
Monday,30-05-44,3,5,32,11,5
Tuesday,31-05-44,3,9,44,16,4
Wednesday,01-06-44,3,6,25,6,2
Thursday,02-06-44,3,8,17,44,5
Friday,03-06-44,3,10,43,31,1
Saturday,04-06-44,3,3,28,9,1
Sunday,05-06-44,3,2,45,36,3
Monday,06-06-44,3,1,12,16,2
Tuesday,07-06-44,3,2,20,34,2
Wednesday,08-06-44,3,1,21,44,3
Thursday,09-06-44,3,1,14,25,4
Friday,10-06-44,3,2,25,30,1
Saturday,11-06-44,3,2,44,41,3
Sunday,12-06-44,3,2,22,41,1
